Geneid	protein_id	product	ctrl4	ctrl5	ctrl6	IP1	IP2	IP3
SAOUHSC_00311	ABD29480.1	conserved hypothetical protein	392	556	311	455	316	111
SAOUHSC_00312	ABD29481.1	conserved hypothetical protein	690	920	433	783	431	90
SAOUHSC_00313	ABD29482.1	conserved hypothetical protein	2703	3496	1896	6040	2614	547
SAOUHSC_00314	ABD29483.1	conserved hypothetical protein	10147	8120	5936	4290	5008	513
SAOUHSC_00315	ABD29484.1	conserved hypothetical protein	5548	4518	3214	602	606	49
SAOUHSC_00316	ABD29485.1	conserved hypothetical protein	2141	1534	1405	365	430	29
SAOUHSC_00317	ABD29486.1	glycerol-3-phosphate transporter	4349	3313	2788	4085	9118	1864
SAOUHSC_00318	ABD29487.1	conserved hypothetical protein	937	893	810	1370	2547	587
SAOUHSC_00319	ABD29488.1	conserved hypothetical protein	2599	2030	2115	2526	4378	1465
SAOUHSC_00320	ABD29489.1	NADPH-dependent FMN reductase%2C putative	1665	1257	1219	1277	2029	308
SAOUHSC_00322	ABD29490.1	conserved hypothetical protein	525	394	322	840	852	193
SAOUHSC_00323	ABD29491.1	conserved hypothetical protein	144	70	94	62	73	48
SAOUHSC_00324	ABD29492.1	ribosomal-protein-serine acetyltransferase%2C putative	661	466	382	2946	7538	1211
SAOUHSC_00325	ABD29493.1	conserved hypothetical protein	315	170	195	238	588	29
SAOUHSC_00326	ABD29494.1	conserved hypothetical protein	811	535	558	343	738	227
SAOUHSC_00327	ABD29495.1	conserved hypothetical protein	1461	836	1035	534	888	120
SAOUHSC_00328	ABD29496.1	conserved hypothetical protein	1531	1252	950	2794	5766	877
SAOUHSC_00329	ABD29497.1	mttA/Hcf106 family protein-related protein	771	582	389	1410	3499	498
SAOUHSC_00330	ABD29498.1	conserved hypothetical protein	943	584	454	2124	5122	225
SAOUHSC_00331	ABD29499.1	conserved hypothetical protein	200	152	177	78	158	16
SAOUHSC_00332	ABD29500.1	conserved hypothetical protein	1313	902	1104	576	734	74
SAOUHSC_00333	ABD29501.1	ABC transporter%2C ATP-binding protein%2C putative	2753	1827	2297	1000	1382	216
SAOUHSC_00334	ABD29502.1	conserved hypothetical protein	3781	2315	2920	2195	2637	265
SAOUHSC_00335	ABD29503.1	conserved hypothetical protein	928	570	640	1941	2603	122
SAOUHSC_A00332	ABD32042.1	hypothetical protein	429	538	288	988	962	24
SAOUHSC_00336	ABD29504.1	acetyl-CoA acetyltransferase%2C putative	7467	6908	5365	10269	9367	3694
SAOUHSC_00337	ABD29505.1	conserved hypothetical protein	6032	3528	3597	2438	3306	957
SAOUHSC_00338	ABD29506.1	5-methyltetrahydropteroyltriglutamate--homocysteine S-methyltransferase	10950	6464	6932	4756	8406	942
SAOUHSC_00339	ABD29507.1	conserved hypothetical protein	4955	3184	3245	3240	5849	867
SAOUHSC_00340	ABD29508.1	trans-sulfuration enzyme family protein	2260	1624	1424	1893	3500	713
SAOUHSC_00341	ABD29509.1	conserved hypothetical protein	1802	1449	1282	2354	4328	487
SAOUHSC_00342	ABD29510.1	chromosome partioning protein%2C ParB family%2C putative	3874	3086	3841	1212	1567	270
SAOUHSC_00344	ABD29511.1	conserved hypothetical protein	4588	4017	4577	1516	2345	471
SAOUHSC_00345	ABD29512.1	conserved hypothetical protein	1149	1073	1229	589	1181	63
SAOUHSC_00346	ABD29513.1	conserved hypothetical protein	12457	9696	11637	4747	6764	1238
SAOUHSC_00347	ABD29514.1	conserved hypothetical protein	41440	22203	29851	1634	942	33
SAOUHSC_00348	ABD29515.1	ribosomal protein S6	48104	43918	43245	24338	30665	5374
SAOUHSC_00349	ABD29516.1	bacteriophage L54a%2C single-stranded DNA binding protein	81754	74073	77568	39370	48777	20463
SAOUHSC_00350	ABD29517.1	ribosomal protein S18	39089	35740	37240	18306	23079	11700
SAOUHSC_00351	ABD29518.1	conserved hypothetical protein	424	301	408	392	734	47
SAOUHSC_00352	ABD29519.1	integrase-like protein	187	139	145	149	313	67
SAOUHSC_00353	ABD29520.1	conserved hypothetical protein	171	165	169	121	250	27
SAOUHSC_00354	ABD29521.1	conserved hypothetical protein	1202	708	838	1144	1791	119
SAOUHSC_00355	ABD29522.1	conserved hypothetical protein	265	188	241	180	325	10
SAOUHSC_00356	ABD29523.1	conserved hypothetical protein	16141	16670	12321	59169	72582	14369
SAOUHSC_00357	ABD29524.1	conserved hypothetical protein	3344	2289	1942	3880	6431	336
SAOUHSC_00358	ABD29525.1	conserved hypothetical protein	27107	28668	14640	107806	124507	77124
SAOUHSC_A00354	ABD32043.1	conserved hypothetical protein	83	61	108	41	40	9
SAOUHSC_00359	ABD29526.1	phosphoglycerate mutase family protein	1626	1302	1441	897	890	93
SAOUHSC_00360	ABD29527.1	conserved hypothetical protein	917	854	836	1059	1512	163
SAOUHSC_00362	ABD29528.1	conserved hypothetical protein	2457	1669	2032	2001	2754	252
SAOUHSC_00363	ABD29529.1	conserved hypothetical protein	266	196	232	475	488	19
SAOUHSC_00364	ABD29530.1	alkyl hydroperoxide reductase%2C subunit F%2C putative	89747	78313	61442	32701	55874	10280
SAOUHSC_00365	ABD29531.1	alkyl hydroperoxide reductase	33387	29743	23749	15783	29139	4230
SAOUHSC_00366	ABD29532.1	NAD(P)H-flavin oxidoreductase%2C putative	6336	5652	5647	4775	5125	1769
SAOUHSC_00367	ABD29533.1	conserved hypothetical protein	17815	12393	15355	2066	1849	744
SAOUHSC_00368	ABD29534.1	conserved hypothetical protein	1128	649	1174	133	158	11
SAOUHSC_00369	ABD29535.1	conserved hypothetical protein	12532	8565	9677	9160	11229	3976
SAOUHSC_00370	ABD29536.1	conserved hypothetical protein	4185	4025	2822	9073	14594	1332
SAOUHSC_00371	ABD29537.1	conserved hypothetical protein	11220	10666	6038	22656	22046	2822
SAOUHSC_00372	ABD29538.1	xanthine phosphoribosyltransferase	1403	674	1093	1651	2157	325
SAOUHSC_00373	ABD29539.1	xanthine permease%2C putative	4332	2636	3379	4352	6151	1480
SAOUHSC_00374	ABD29540.1	inosine-5'-monophosphate dehydrogenase	10947	7521	8888	15814	28218	8813
SAOUHSC_00375	ABD29541.1	GMP synthase%2C putative	16603	10748	12633	23319	34529	10873
SAOUHSC_00376	ABD29542.1	conserved hypothetical protein	814	593	677	409	541	33
SAOUHSC_00377	ABD29543.1	conserved hypothetical protein	195	138	186	171	193	17
SAOUHSC_00378	ABD29544.1	conserved hypothetical protein	67	37	69	21	26	7
SAOUHSC_00380	ABD29545.1	hypothetical protein	196	128	163	197	283	19
SAOUHSC_00381	ABD29546.1	conserved hypothetical protein	501	378	340	308	396	45
SAOUHSC_00382	ABD29547.1	conserved hypothetical protein	1005	783	669	626	823	108
SAOUHSC_00383	ABD29548.1	conserved hypothetical protein	1994	1635	1542	894	1238	113
SAOUHSC_00384	ABD29549.1	conserved hypothetical protein	661	440	438	307	382	50
SAOUHSC_00386	ABD29550.1	conserved hypothetical protein	812	534	676	268	311	52
SAOUHSC_00387	ABD29551.1	conserved hypothetical protein	21	19	21	10	6	0
SAOUHSC_00389	ABD29552.1	conserved hypothetical protein	400	277	291	228	246	40
SAOUHSC_00390	ABD29553.1	conserved hypothetical protein	310	154	192	105	75	6
SAOUHSC_A00379	ABD32044.1	hypothetical protein	36	25	28	12	5	0
SAOUHSC_00391	ABD29554.1	conserved hypothetical protein	478	287	302	174	223	41
SAOUHSC_00392	ABD29555.1	conserved hypothetical protein	684	410	557	454	504	42
SAOUHSC_00393	ABD29556.1	conserved hypothetical protein	384	188	227	174	173	15
SAOUHSC_00394	ABD29557.1	conserved hypothetical protein	363	208	307	169	204	13
SAOUHSC_00395	ABD29558.1	conserved hypothetical protein	751	423	609	342	501	14
SAOUHSC_00396	ABD29559.1	conserved hypothetical protein	63	35	37	25	28	0
SAOUHSC_00397	ABD29560.1	type I restriction-modification system%2C M subunit	889	599	564	2051	2069	677
SAOUHSC_00398	ABD29561.1	restriction modification system specificity subunit%2C putative	460	298	370	702	833	277
SAOUHSC_00399	ABD29562.1	conserved hypothetical protein	201	167	130	178	220	9
SAOUHSC_00400	ABD29563.1	conserved hypothetical protein	1375	1018	868	929	1080	196
SAOUHSC_00401	ABD29564.1	conserved hypothetical protein	6683	5061	3332	4412	3340	308
SAOUHSC_00402	ABD29565.1	conserved hypothetical protein	230	144	190	220	310	25
SAOUHSC_00404	ABD29566.1	conserved hypothetical protein	351	235	356	285	327	52
SAOUHSC_00405	ABD29567.1	conserved hypothetical protein	688	415	627	875	1409	134
SAOUHSC_00406	ABD29568.1	conserved hypothetical protein	1751	1076	1399	1855	2060	301
SAOUHSC_00407	ABD29569.1	conserved hypothetical protein	604	387	513	599	941	64
SAOUHSC_00408	ABD29570.1	conserved hypothetical protein	699	462	548	632	850	120
SAOUHSC_00409	ABD29571.1	conserved hypothetical protein	1087	521	905	298	472	25
SAOUHSC_00410	ABD29572.1	conserved hypothetical protein	11017	6917	8382	544	734	108
SAOUHSC_00411	ABD29573.1	conserved hypothetical protein	715	442	564	20	20	2
SAOUHSC_00412	ABD29574.1	NADH dehydrogenase subunit 5%2C putative	4278	3873	2754	9179	10188	2485
SAOUHSC_00413	ABD29575.1	conserved hypothetical protein	12468	12807	7603	29391	38603	15323
SAOUHSC_00414	ABD29576.1	conserved hypothetical protein	3423	2695	2182	7325	8911	1468
SAOUHSC_00415	ABD29577.1	conserved hypothetical protein	128	99	87	308	460	42
SAOUHSC_00416	ABD29578.1	conserved hypothetical protein	2152	1693	1404	1926	2645	244
SAOUHSC_00417	ABD29579.1	conserved hypothetical protein	3851	2850	2695	3314	3878	532
SAOUHSC_00418	ABD29580.1	conserved hypothetical protein	104	88	75	38	45	14
SAOUHSC_00420	ABD29581.1	conserved hypothetical protein	7902	4517	4521	11166	16730	2912
SAOUHSC_00421	ABD29582.1	conserved hypothetical protein	3320	2101	2911	167	194	59
SAOUHSC_00422	ABD29583.1	trans-sulfuration enzyme family protein%2C putative	13851	7588	12250	412	408	75
SAOUHSC_00423	ABD29584.1	conserved hypothetical protein	3427	2326	3144	900	1667	179
SAOUHSC_00424	ABD29585.1	ABC transporter%2C permease protein%2C putative	1872	1248	1735	295	572	98
SAOUHSC_00426	ABD29586.1	ABC transporter%2C substrate-binding protein%2C putative	7045	4134	6114	994	2452	138
SAOUHSC_00427	ABD29587.1	autolysin precursor%2C putative	2733	2471	3235	12759	14493	6603
SAOUHSC_00428	ABD29588.1	conserved hypothetical protein	1912	1117	1443	1161	859	22
SAOUHSC_00429	ABD29589.1	MutT/nudix family protein%2C putative	655	552	549	603	783	156
SAOUHSC_00430	ABD29590.1	conserved hypothetical protein	2680	1899	1978	1808	2357	944
SAOUHSC_00431	ABD29591.1	conserved hypothetical protein	2880	1761	2381	971	1652	185
SAOUHSC_00433	ABD29592.1	conserved hypothetical protein	1715	1089	1243	1165	1981	424
SAOUHSC_00434	ABD29593.1	transcriptional regulator%2C lysR family%2C putative	599	430	411	439	494	49
SAOUHSC_00435	ABD29594.1	glutamate synthase%2C large subunit%2C putative	16852	10395	20673	85461	124658	28739
SAOUHSC_00436	ABD29595.1	NADH-glutamate synthase small subunit%2C putative	13932	8561	17058	34983	43436	12622
SAOUHSC_T00048	NA	NA	4322	2847	3482	2271	1327	933
SAOUHSC_00437	ABD29596.1	conserved hypothetical protein	8787	15112	8634	6673	7467	1790
SAOUHSC_00438	ABD29597.1	alpha amylase family protein%2C putative	3378	4744	3425	1200	1564	360
SAOUHSC_00439	ABD29598.1	conserved hypothetical protein	2544	2920	2556	926	1040	231
SAOUHSC_00440	ABD29599.1	conserved hypothetical protein	452	352	412	58	30	16
SAOUHSC_00441	ABD29600.1	conserved hypothetical protein	1195	997	1110	1427	1782	365
SAOUHSC_00442	ABD29601.1	DNA polymerase III%2C gamma and tau subunits%2C putative	12544	11760	12914	7074	8621	2074
SAOUHSC_00444	ABD29602.1	conserved hypothetical protein	5336	5220	5396	5008	7984	3386
SAOUHSC_00445	ABD29603.1	recombination protein RecR	10253	8059	9402	7482	9576	2645
SAOUHSC_00446	ABD29604.1	hypothetical protein	56	52	51	18	16	4
SAOUHSC_R0001	NA	NA	2533	1325	326	3764	2863	6343
SAOUHSC_R0006	NA	NA	14233	15471	4153	12730	9215	19318
SAOUHSC_R00011	NA	NA	7	21	15	1	1	6
SAOUHSC_00450	ABD29605.1	Orn/Lys/Arg decarboxylase%2C putative	1015	653	598	1308	1451	218
SAOUHSC_00451	ABD29606.1	thymidylate kinase	668	570	553	897	1109	116
SAOUHSC_00452	ABD29607.1	conserved hypothetical protein	5271	6001	4179	9293	13489	3014
SAOUHSC_00453	ABD29608.1	hypothetical protein	246	200	193	650	1061	89
SAOUHSC_00454	ABD29609.1	DNA polymerase III%2C delta prime subunit%2C putative	680	610	616	2188	2920	125
SAOUHSC_00455	ABD29610.1	conserved hypothetical protein	1582	1110	1340	1074	1651	360
SAOUHSC_00456	ABD29611.1	conserved hypothetical protein	1304	846	997	583	599	95
SAOUHSC_00457	ABD29612.1	conserved hypothetical protein	591	477	486	328	368	62
SAOUHSC_00458	ABD29613.1	conserved hypothetical protein	198	175	146	125	167	28
SAOUHSC_00459	ABD29614.1	conserved hypothetical protein	736	494	447	473	461	100
SAOUHSC_00460	ABD29615.1	conserved hypothetical protein	18	10	15	17	13	0
SAOUHSC_00461	ABD29616.1	methionyl-tRNA synthetase%2C putative	6934	5159	4904	12080	17678	1816
SAOUHSC_00462	ABD29617.1	conserved hypothetical protein	5301	3671	3870	6616	9268	3938
SAOUHSC_00463	ABD29618.1	conserved hypothetical protein	490	397	390	1260	2565	368
SAOUHSC_00464	ABD29619.1	dimethyladenosine transferase	689	588	464	1751	2769	944
SAOUHSC_00465	ABD29620.1	conserved hypothetical protein	38556	37036	25575	26283	15736	1570
SAOUHSC_00466	ABD29621.1	4-diphosphocytidyl-2C-methyl-D-erythritol kinase	13408	13397	11700	10846	15103	4091
SAOUHSC_00467	ABD29622.1	pur operon repressor	16846	15520	14600	14309	18461	2469
SAOUHSC_00468	ABD29623.1	conserved hypothetical protein	30469	29318	22091	56505	78672	25933
SAOUHSC_00469	ABD29624.1	conserved hypothetical protein	37282	36217	26224	57641	71679	34756
SAOUHSC_00470	ABD29625.1	conserved hypothetical protein	21	30	24	23	66	27
SAOUHSC_00471	ABD29626.1	UDP-N-acetylglucosamine pyrophosphorylase	13800	14219	11649	17073	17251	10380
SAOUHSC_00472	ABD29627.1	ribose-phosphate pyrophosphokinase%2C putative	16367	16622	13732	14513	16533	3748
SAOUHSC_00473	ABD29628.1	hypothetical protein	3341	2618	3034	1921	3036	141
SAOUHSC_00474	ABD29629.1	ribosomal 5S rRNA E-loop binding protein Ctc/L25/TL5	211275	174772	222905	34172	30284	14216
SAOUHSC_00475	ABD29630.1	peptidyl-tRNA hydrolase	795	581	497	2103	2530	406
SAOUHSC_00477	ABD29631.1	transcription-repair coupling factor	8046	6122	5688	8410	11439	2269
SAOUHSC_00479	ABD29632.1	conserved hypothetical protein	3910	2983	2678	3679	4656	450
SAOUHSC_00480	ABD29633.1	conserved hypothetical protein	6466	5084	4822	6116	8991	1821
SAOUHSC_00481	ABD29634.1	conserved hypothetical protein	1908	1562	1602	1938	3544	488
SAOUHSC_00482	ABD29635.1	conserved hypothetical protein	3831	2384	2871	3307	4952	639
SAOUHSC_00483	ABD29636.1	S1 RNA binding domain protein	11314	8540	7419	17368	17990	2678
SAOUHSC_00484	ABD29637.1	conserved hypothetical protein	1188	933	808	1765	2391	518
SAOUHSC_00485	ABD29638.1	hypoxanthine phosphoribosyltransferase	1420	1311	1048	2270	2889	468
SAOUHSC_00486	ABD29639.1	conserved hypothetical protein	43694	37666	27162	59731	72165	17633
SAOUHSC_00487	ABD29640.1	conserved hypothetical protein	5724	4924	3917	6354	6860	2008
SAOUHSC_00488	ABD29641.1	conserved hypothetical protein	20861	15932	16485	17693	27869	10934
SAOUHSC_00489	ABD29642.1	dihydropteroate synthase	772	598	642	730	940	193
SAOUHSC_00490	ABD29643.1	dihydroneopterin aldolase	827	616	794	535	659	62
SAOUHSC_00491	ABD29644.1	2-amino-4-hydroxy-6-hydroxymethyldihydropteridine pyrophosphokinase	4687	4236	4858	2925	3297	489
SAOUHSC_00492	ABD29645.1	conserved hypothetical protein	1235	804	1590	1083	2096	84
SAOUHSC_00493	ABD29646.1	lysyl-tRNA synthetase	36928	31444	38632	25604	34562	7653
SAOUHSC_R00016	NA	NA	179	107	68	58	23	52
SAOUHSC_T00059	NA	NA	104	99	57	27	18	22
SAOUHSC_T00053	NA	NA	1674	1677	1117	904	275	465
SAOUHSC_T00035	NA	NA	654	617	443	632	280	415
SAOUHSC_T00021	NA	NA	417	336	308	267	120	232
SAOUHSC_T00030	NA	NA	416	265	232	344	60	64
SAOUHSC_T0004	NA	NA	2351	1897	1751	1171	1005	769
SAOUHSC_T00044	NA	NA	293	213	191	387	298	226
SAOUHSC_T0001	NA	NA	756	426	268	392	494	346
SAOUHSC_R0002	NA	NA	2617	1512	350	3983	2999	6884
SAOUHSC_R0007	NA	NA	14081	15867	4339	11844	8906	18275
SAOUHSC_R00012	NA	NA	73	54	31	73	9	63
SAOUHSC_00497	ABD29647.1	conserved hypothetical protein	1283	799	839	550	563	33
SAOUHSC_00499	ABD29648.1	pyridoxine biosynthesis protein	1646	1321	1127	2422	2407	1078
SAOUHSC_00500	ABD29649.1	conserved hypothetical protein	1393	1048	950	2040	2335	280
SAOUHSC_00501	ABD29650.1	conserved hypothetical protein	3576	2959	2392	12456	14185	1080
SAOUHSC_00502	ABD29651.1	conserved hypothetical protein	9085	9142	4665	6651	2357	101
SAOUHSC_00503	ABD29652.1	UvrB/uvrC motif domain protein	10778	10839	5930	6019	3002	272
SAOUHSC_00504	ABD29653.1	ATP:guanido phosphotransferase%2C C-terminal catalytic domain protein	24744	25383	14313	13560	5880	233
SAOUHSC_00505	ABD29654.1	endopeptidase%2C putative	72774	66534	37852	43698	23718	3424
SAOUHSC_00506	ABD29655.1	hypothetical protein	19	29	10	23	3	0
SAOUHSC_00507	ABD29656.1	DNA repair protein RadA	4522	4034	2750	13373	20483	6628
SAOUHSC_00508	ABD29657.1	conserved hypothetical protein	3105	2516	2012	7383	12524	1489
SAOUHSC_00509	ABD29658.1	glutamyl-tRNA synthetase	8243	7022	5422	16387	25075	3689
SAOUHSC_00510	ABD29659.1	serine acetyltransferase%2C putative	804	750	471	2276	4656	1601
SAOUHSC_00511	ABD29660.1	cysteinyl-tRNA synthetase	1891	1813	1152	6999	11650	2562
SAOUHSC_00512	ABD29661.1	conserved hypothetical protein	667	605	416	2495	5285	613
SAOUHSC_00513	ABD29662.1	conserved hypothetical protein	1182	1067	702	3847	5880	2133
SAOUHSC_00514	ABD29663.1	conserved hypothetical protein	1342	1194	793	4012	6732	899
SAOUHSC_00515	ABD29664.1	conserved hypothetical protein	729	636	487	2434	3511	249
SAOUHSC_00516	ABD29665.1	preprotein translocase SecE subunit	2319	1876	1836	3573	5694	628
SAOUHSC_00517	ABD29666.1	transcription antitermination protein%2C putative	5492	4731	3786	6836	8159	2406
SAOUHSC_00518	ABD29667.1	ribosomal protein L11	75101	64409	57345	44870	41873	13483
SAOUHSC_00519	ABD29668.1	ribosomal protein L1	63616	71394	48226	53499	43923	10457
SAOUHSC_00520	ABD29669.1	ribosomal protein L10	73365	71367	57976	59762	95149	8592
SAOUHSC_00521	ABD29670.1	ribosomal protein L7/L12	43899	36186	34785	37432	41858	11702
SAOUHSC_00523	ABD29671.1	conserved hypothetical protein	8304	8992	6442	5600	6108	2169
SAOUHSC_00524	ABD29672.1	RNA polymerase beta chain%2C putative	244431	214905	165761	117124	119222	56465
SAOUHSC_00525	ABD29673.1	DNA directed RNA polymerase beta-prime chain%2C putative	315412	256066	194008	157354	148378	69168
SAOUHSC_00526	ABD29674.1	conserved hypothetical protein	20537	19638	13584	12117	7120	1277
SAOUHSC_00527	ABD29675.1	ribosomal protein S12	108211	113244	88460	58444	72084	30044
SAOUHSC_00528	ABD29676.1	ribosomal protein S7	106963	105809	85930	60815	62424	26171
SAOUHSC_00529	ABD29677.1	translation elongation factor G	530828	517347	402023	332543	301147	194557
SAOUHSC_00530	ABD29678.1	translation elongation factor Tu	393577	364039	283449	339826	281155	187750
SAOUHSC_00531	ABD29679.1	conserved hypothetical protein	2406	1996	1686	4011	5546	1518
SAOUHSC_00532	ABD29680.1	conserved hypothetical protein	6459	5826	4450	16283	24253	3647
SAOUHSC_00533	ABD29681.1	conserved hypothetical protein	8319	6547	3506	21187	67083	8455
SAOUHSC_00534	ABD29682.1	L-ribulokinase	1065	774	661	1356	2143	311
SAOUHSC_00535	ABD29683.1	conserved hypothetical protein	25160	21378	18479	5145	5444	845
SAOUHSC_00536	ABD29684.1	branched-chain amino acid aminotransferase	4199	3937	2735	19467	24002	5107
SAOUHSC_00537	ABD29685.1	conserved hypothetical protein	311	276	264	1663	2724	169
SAOUHSC_00538	ABD29686.1	haloacid dehalogenase-like hydrolase%2C putative	453	353	322	1867	2841	460
SAOUHSC_00539	ABD29687.1	conserved hypothetical protein	1090	778	749	1162	1570	168
SAOUHSC_00540	ABD29688.1	conserved hypothetical protein	134	87	125	521	503	33
SAOUHSC_00541	ABD29689.1	conserved hypothetical protein	376	271	255	1328	1268	382
SAOUHSC_00542	ABD29690.1	conserved hypothetical protein	979	538	688	1626	2159	208
SAOUHSC_00543	ABD29691.1	conserved hypothetical protein	1480	805	1154	1314	1619	157
SAOUHSC_A00526	ABD32045.1	hypothetical protein	0	0	0	0	0	0
SAOUHSC_00544	ABD29692.1	sdrC protein%2C putative	32042	19531	37993	3593	4236	2845
SAOUHSC_00545	ABD29693.1	sdrD protein%2C putative	16195	12511	16394	7695	6278	2999
SAOUHSC_00547	ABD29694.1	conserved hypothetical protein	1381	1009	1023	2883	3393	225
SAOUHSC_00548	ABD29695.1	conserved hypothetical protein	5532	4059	4673	4123	4668	345
SAOUHSC_00549	ABD29696.1	conserved hypothetical protein	11374	9203	7222	7238	7191	1055
